node,polarity,fan_size,pos
n_00671,neutral,1213437,"(-6.453477, 10.291048)"
n_00674,neutral,14318,"(-297.322968, -129.276062)"
n_00675,neutral,228,"(-1280.161743, -374.717468)"
n_00676,neutral,12081,"(378.628998, -874.38269)"
n_00677,neutral,231,"(-119.027573, -207.437759)"
n_00678,neutral,6208,"(-309.954895, -699.997681)"
n_00679,neutral,157,"(-305.876312, -679.472412)"
n_0068,neutral,220,"(509.177551, -945.182129)"
n_00680,neutral,57040,"(-914.255981, 130.748505)"
n_00681,neutral,1662,"(-308.257751, -690.856384)"
n_00682,neutral,128,"(-664.671936, -164.83194)"
n_00683,neutral,446,"(-318.180115, -681.329712)"
n_00684,neutral,2370,"(-370.079559, -764.326721)"
n_00685,neutral,82,"(-182.883377, -521.612732)"
n_00686,neutral,7461,"(-186.473694, 394.244324)"
n_00687,neutral,360,"(-297.079803, -708.825745)"
n_00688,neutral,1038,"(-297.043915, -699.796021)"
n_00689,neutral,126,"(-319.714691, -695.028259)"
n_0069,neutral,5249,"(1052.251709, 753.68457)"
n_00690,neutral,66,"(-308.058746, -707.288574)"
n_00696,neutral,1577878,"(178.724518, 552.641052)"
n_00697,neutral,11298,"(-308.238098, -432.852081)"
n_00698,neutral,437,"(-77.712044, -548.322876)"
n_00699,neutral,12488,"(-14.496071, -1053.738403)"
n_007,neutral,4219,"(-19404.089844, -22552.484375)"
n_00700,neutral,24,"(53.237175, -175.883942)"
n_00701,neutral,4360,"(474.677643, 614.289429)"
n_00703,neutral,549,"(-1245.382446, -388.074524)"
n_00707,neutral,1988,"(-416.361023, -166.455276)"
n_00708,neutral,421,"(991.229492, 78.681084)"
n_00709,neutral,1698,"(-1185.701294, -335.034882)"
n_0071,neutral,1223,"(-3818.197021, 25781.25)"
n_00710,neutral,4363,"(126.377838, 257.03656)"
n_00711,neutral,69,"(-107.099739, -894.673096)"
n_00712,neutral,3291,"(-96.915146, -901.271729)"
n_00714,neutral,1137,"(744.318054, 1663.286133)"
n_00715,neutral,23847,"(735.026184, 1663.285034)"
n_00716,neutral,624,"(-373.898865, -756.167236)"
n_00717,neutral,1696,"(-421.762329, 74.698517)"
n_00718,neutral,2870812,"(-25.631725, 16.895292)"
n_00719,neutral,1159,"(-649.14209, 34.431999)"
n_0072,neutral,12512,"(-17819.166016, -23853.935547)"
n_00720,neutral,32699,"(-451.00943, 230.125259)"
n_00721,neutral,367,"(-1264.119995, -283.250275)"
n_00722,neutral,2354,"(-670.805542, -135.286224)"
n_00723,neutral,1022,"(-195.243271, -541.300232)"
n_00725,neutral,453449,"(981.281738, 343.563171)"
n_00729,neutral,9335,"(-750.875916, 257.789032)"
n_00730,neutral,896,"(-115.022171, -408.779541)"
n_00732,neutral,1706,"(-1287.898682, -346.992828)"
n_00734,neutral,5538,"(-372.609406, -593.847961)"
n_00735,neutral,5997,"(287.781464, 1704.061401)"
n_00736,neutral,4287,"(231.021149, 1781.158325)"
n_00743,neutral,292846,"(-239.367447, 200.503937)"
n_00744,neutral,15400,"(-276.310394, -60.802166)"
n_00745,neutral,450,"(212.261078, -890.009399)"
n_00746,neutral,1274,"(1112.952515, 479.778198)"
n_00748,neutral,5101,"(1058.502686, 327.686462)"
n_00749,neutral,496,"(-575.072571, -159.846252)"
n_00750,neutral,1129,"(-217.915115, -452.833191)"
n_00751,neutral,345,"(448.266754, -430.111084)"
n_00755,neutral,1194,"(-689.271973, -20.495106)"
n_00757,neutral,4905,"(-160.589127, -493.764404)"
n_00758,neutral,1767,"(-141.010254, -113.202583)"
n_00759,neutral,48193,"(-238.663651, 55.195171)"
n_0076,neutral,2401,"(-24218.75, 4616.79834)"
n_00760,neutral,850,"(-246.574844, -457.306702)"
n_00761,neutral,2815,"(964.188721, 468.903931)"
n_00763,neutral,77,"(40.738762, -648.161072)"
n_00766,neutral,2569,"(246.865265, -276.528931)"
n_00767,neutral,2584,"(-546.770996, -0.288205)"
n_00768,neutral,148768,"(1078.368408, -92.551659)"
n_00769,neutral,10993,"(-1257.733276, -314.148163)"
n_0077,neutral,210,"(153.508804, 788.520447)"
n_00772,neutral,590,"(583.411804, 103.626648)"
n_00774,neutral,9220,"(26.828743, -27.988451)"
n_00775,neutral,152,"(-1281.090332, -295.602203)"
n_00776,neutral,2280,"(-685.850037, -86.166107)"
n_00777,neutral,276,"(53.653076, -694.038147)"
n_00781,neutral,9154,"(-93.214005, 16.049931)"
n_00783,neutral,658,"(53.017838, -379.31842)"
n_00785,neutral,249,"(551.879883, 1624.031494)"
n_00786,neutral,1382,"(-496.1026, -428.178406)"
n_00787,neutral,655,"(-504.057404, -421.346466)"
n_00788,neutral,1266,"(-13.750009, -959.02832)"
n_00789,neutral,1002,"(-633.356262, -65.283218)"
n_00790,neutral,2059,"(765.345459, 1330.698486)"
n_00791,neutral,996,"(-71.917587, -902.503296)"
n_00793,neutral,2302,"(-136.847702, -633.624512)"
n_00794,neutral,2546103,"(-346.700439, -64.761253)"
n_00795,neutral,66065,"(-130.620682, -66.056656)"
n_00796,neutral,2558,"(349.036072, -707.937378)"
n_00797,neutral,56229,"(-3964.668945, -38.906609)"
n_00798,neutral,1180,"(-609.724976, -75.030365)"
n_00800,neutral,688,"(-464.742218, -110.444901)"
n_00801,neutral,280,"(-364.625031, -268.084839)"
n_00802,neutral,45604,"(351.39328, 1033.687744)"
n_00803,neutral,111200,"(-335.510651, 33.70216)"
n_00804,neutral,2062,"(-1100.229858, -295.287964)"
n_00806,neutral,945,"(196.990387, -703.056335)"
n_00807,neutral,8193,"(-429.358643, -93.329147)"
n_00808,neutral,6191,"(-551.202271, -237.919403)"
n_00809,neutral,1616,"(-2015.852783, -235.543076)"
n_00810,neutral,4121,"(183.901459, -941.044006)"
n_00812,neutral,4626,"(-657.395142, -65.573006)"
n_00813,neutral,2822,"(-261.151001, -232.662857)"
n_00814,neutral,6512,"(213.64032, -583.719299)"
n_00819,neutral,1393,"(812.460022, 18.097773)"
n_00820,neutral,25584,"(334.241577, -496.98645)"
n_00822,neutral,1240,"(-118.736931, -656.952698)"
n_00823,neutral,790,"(1111.845947, 420.765808)"
n_00824,neutral,412,"(-155.204498, -636.896301)"
n_00825,neutral,235532,"(-188.159546, -104.260353)"
n_00826,neutral,1045,"(-584.405029, -124.925011)"
n_00829,neutral,162482,"(-125.47641, -969.559021)"
n_0083,neutral,44,"(-536.557251, -349.485626)"
n_00830,neutral,431,"(-261.270325, -711.138672)"
n_00831,neutral,988,"(174.099564, -552.751282)"
n_00834,neutral,3605,"(159.96582, 1632.755249)"
n_00835,neutral,184,"(146.185013, 1683.701904)"
n_00836,neutral,234,"(156.244568, 1668.153809)"
n_00837,neutral,2627,"(173.259262, 1642.092163)"
n_00838,neutral,3251,"(156.33699, 1679.057251)"
n_00839,neutral,338,"(165.732056, 1682.180054)"
n_0084,neutral,169,"(480.031586, 1691.498169)"
n_00842,neutral,5665,"(-641.751282, -111.912056)"
n_00843,neutral,2589,"(402.360474, 657.566711)"
n_00844,neutral,653,"(-229.547394, -725.566284)"
n_00845,neutral,513,"(-545.648071, -85.908012)"
n_00846,neutral,1752,"(-1247.443359, -355.023987)"
n_00847,neutral,119315,"(993.125977, 376.694244)"
n_00850,neutral,5916,"(-221.774246, -690.382446)"
n_00851,neutral,1996,"(-536.111816, -196.71376)"
n_00852,neutral,301,"(490.427551, 1690.555664)"
n_00853,neutral,447,"(502.506134, -89.05024)"
n_00858,neutral,1257,"(-1020.403931, -248.070511)"
n_00859,neutral,534,"(-1237.303467, -329.512329)"
n_0086,neutral,70,"(514.680786, -225.823196)"
n_00860,neutral,877,"(-1148.524048, -302.120026)"
n_00862,neutral,421,"(598.568115, -256.158966)"
n_00864,neutral,488,"(-170.150665, -671.886963)"
n_00867,neutral,116,"(264.839935, 1705.623901)"
n_00868,neutral,572,"(286.530853, -294.810272)"
n_00869,neutral,26610,"(-531.898682, -157.291702)"
n_0087,neutral,202,"(-81.78022, -280.976288)"
n_00870,neutral,20,"(487.812653, 1506.855103)"
n_00871,neutral,146,"(402.810364, 1602.434326)"
n_00872,neutral,280,"(290.227386, 1628.298706)"
n_00873,neutral,10602,"(398.661591, 1560.740723)"
n_00874,neutral,6027,"(406.960999, 1613.641968)"
n_00875,neutral,373,"(136.328278, 1176.938843)"
n_00876,neutral,129,"(382.929596, 1556.040527)"
n_00878,neutral,546,"(119.823593, -1191.759644)"
n_00879,neutral,1844,"(132.553986, -1213.391846)"
n_0088,neutral,57,"(314.367767, 1554.7323)"
n_00880,neutral,2368,"(485.286285, 80.845108)"
n_00881,neutral,7208,"(-39.092186, -718.693298)"
n_00884,neutral,1600,"(519.579285, 1780.966431)"
n_00885,neutral,451,"(562.580872, 1660.59729)"
n_00887,neutral,169,"(996.923584, 45.387886)"
n_00889,neutral,1051,"(1072.857666, 264.322235)"
n_0089,neutral,1231,"(54.091217, 802.251099)"
n_00893,neutral,10485,"(562.05719, 1195.96582)"
n_00895,neutral,27077,"(603.637756, 1572.887817)"
n_00896,neutral,31763,"(-1205.212402, 490.854553)"
n_00897,neutral,127879,"(235.14003, -317.487)"
n_00898,neutral,13232,"(149.286804, 1718.80835)"
n_00901,neutral,131,"(671.818237, 750.9646)"
n_00902,neutral,327,"(203.046646, 1599.102051)"
n_00903,neutral,3787,"(48.892715, -796.759644)"
n_00905,neutral,1425,"(-677.526794, -51.646557)"
n_00906,neutral,8532,"(-492.754639, -224.851669)"
n_00907,neutral,1544,"(227.465698, -416.313263)"
n_00909,neutral,309,"(963.845215, -24.965319)"
n_0091,neutral,49,"(-129.786774, 1536.583008)"
n_00910,neutral,2029,"(-1198.342529, -278.201202)"
n_00911,neutral,1569,"(-139.377289, -801.623108)"
n_00912,neutral,8408,"(-1100.221924, -339.10321)"
n_00915,neutral,266,"(278.988403, 1454.752563)"
n_00916,neutral,40832,"(152.698624, -574.038086)"
n_00918,neutral,211137,"(843.23114, 196.970245)"
n_00919,neutral,4652,"(1008.307129, -28.380144)"
n_00920,neutral,27,"(311.414337, 1637.284424)"
n_00921,neutral,112571,"(116.29052, 1845.570679)"
n_00924,neutral,5004,"(-932.689453, -220.574005)"
n_00926,neutral,136487,"(180.198517, 6.20743)"
n_00927,neutral,17340,"(-148.113815, -230.911423)"
n_00928,neutral,821,"(268.770172, 1601.096802)"
n_0093,neutral,28,"(179.310608, -726.357788)"
n_00932,neutral,568,"(512.306824, 1623.813721)"
n_00933,neutral,24290,"(222.064209, 1681.213745)"
n_00935,neutral,8894,"(-361.709534, -215.889374)"
n_00937,neutral,4302,"(-1155.501709, -261.458862)"
n_00939,neutral,3064,"(-677.355042, 32.231739)"
n_00940,neutral,330805,"(299.913727, 145.664368)"
n_00942,neutral,3114,"(-325.869629, -301.162018)"
n_00944,neutral,122049,"(165.900726, 64.256676)"
n_00946,neutral,128582,"(-300.147522, -192.796692)"
n_00948,neutral,182228,"(-341.995453, -38.789429)"
n_00951,neutral,3595,"(458.080353, 1417.264282)"
n_00953,neutral,629,"(97.999985, -1156.283569)"
n_00955,neutral,1473,"(3.940407, -495.622742)"
n_00956,neutral,2733,"(685.746582, 1400.162109)"
n_00958,neutral,621,"(963.962769, 53.547112)"
n_00960,neutral,259,"(730.942627, 1609.091187)"
n_00962,neutral,514673,"(-90.391609, -576.744995)"
n_00964,neutral,1220,"(642.204041, 1542.686279)"
n_00965,neutral,761,"(809.465027, 1533.95752)"
n_00967,neutral,1852,"(79.27681, -400.918884)"
n_00968,neutral,2855,"(78.317879, -167.195435)"
n_00969,neutral,965,"(655.265076, -7.157429)"
n_0097,neutral,2725,"(739.558716, -220.582169)"
n_00970,neutral,3760,"(-306.40036, 12.721466)"
n_00971,neutral,500,"(575.864685, -58.74662)"
n_00973,neutral,1018571,"(-470.16214, -18.841463)"
n_00974,neutral,8458,"(-117.618637, -7.502015)"
n_00977,neutral,335353,"(-140.560425, -15.730148)"
n_0098,neutral,68022,"(18926.375, 23049.134766)"
n_00981,neutral,31913,"(1043.190308, -20.134686)"
n_00982,neutral,48502,"(180.169586, 1716.821289)"
n_00983,neutral,1038,"(883.546021, -56.46426)"
n_00984,neutral,222,"(1042.265869, 127.629082)"
n_00985,neutral,378,"(390.369354, -588.173401)"
n_00986,neutral,8374538,"(213.027466, 345.150146)"
n_00987,neutral,3697,"(64.451164, 1460.272827)"
n_00989,neutral,3576,"(-145.156616, -463.587738)"
n_0099,neutral,433,"(-778.899109, 361.943604)"
n_00990,neutral,975,"(-40.84362, -739.08905)"
n_00991,neutral,11979293,"(-9.396984, 260.982361)"
n_00992,neutral,18041,"(951.854248, 195.022491)"
n_00993,neutral,2062,"(935.354248, 308.131409)"
n_00994,neutral,8955,"(-191.37117, -296.105133)"
n_00996,neutral,5671,"(213.660538, 1665.206177)"
p_00104,pro_vaccines,2426,"(219.229019, 2064.657471)"
p_001059,pro_vaccines,2936,"(742.164734, 1455.121704)"
p_001064,pro_vaccines,751,"(294.365051, 1551.248291)"
p_001071,pro_vaccines,239,"(308.21579, 1500.317871)"
p_001078,pro_vaccines,603,"(353.722382, 1532.939087)"
p_001086,pro_vaccines,618,"(268.095276, 1222.049072)"
p_00109,pro_vaccines,8221,"(107.684753, 273.610443)"
p_001092,pro_vaccines,174,"(390.85083, 1504.441528)"
p_001098,pro_vaccines,880,"(556.232483, 1507.497314)"
p_00110,pro_vaccines,1322,"(25781.25, 4457.48291)"
p_001108,pro_vaccines,20678,"(199.36055, 1742.197632)"
p_001109,pro_vaccines,8225,"(447.25827, 1618.782715)"
p_00111,pro_vaccines,1559,"(14296.941406, 25781.25)"
p_00114,pro_vaccines,227,"(7258.220215, -24218.75)"
p_001142,pro_vaccines,3362,"(373.594421, 1635.456177)"
p_001150,pro_vaccines,627,"(403.959808, 1356.33606)"
p_001159,pro_vaccines,1387,"(975.009216, 275.486694)"
p_00116,pro_vaccines,3726,"(-13738.183594, 25781.25)"
p_001160,pro_vaccines,1137,"(418.279633, 1290.077637)"
p_001165,pro_vaccines,653,"(464.935059, 1363.186523)"
p_001169,pro_vaccines,139,"(435.335938, 1365.477173)"
p_00117,pro_vaccines,919,"(25096.287109, -16117.37207)"
p_001175,pro_vaccines,5188,"(626.210938, 1224.550659)"
p_00118,pro_vaccines,269,"(-17205.535156, 24341.367188)"
p_001181,pro_vaccines,6431,"(671.131104, 1543.335815)"
p_001185,pro_vaccines,683,"(443.603149, 1262.214478)"
p_001211,pro_vaccines,466,"(348.075867, 1396.088623)"
p_001214,pro_vaccines,4092,"(410.904297, 1306.673584)"
p_001216,pro_vaccines,1325,"(524.986511, 1312.983398)"
p_001220,pro_vaccines,780,"(455.199341, 1318.77771)"
p_001226,pro_vaccines,4695,"(307.747955, 1672.445313)"
p_001229,pro_vaccines,89463,"(921.259277, -8.440445)"
p_001233,pro_vaccines,801,"(365.037354, 1586.466919)"
p_001241,pro_vaccines,2671,"(368.018524, 1262.485962)"
p_00125,pro_vaccines,1356,"(-35.203545, 1625.935547)"
p_001252,pro_vaccines,5185,"(566.187744, 1345.171265)"
p_001253,pro_vaccines,1482,"(503.917114, 1405.692993)"
p_001254,pro_vaccines,17412,"(458.802673, 1210.081909)"
p_001255,pro_vaccines,767,"(375.584717, 1396.096069)"
p_001258,pro_vaccines,3041,"(488.789825, 1323.412476)"
p_001259,pro_vaccines,194247,"(652.225403, 1513.978149)"
p_00126,pro_vaccines,69,"(-1250.394043, -24218.75)"
p_001260,pro_vaccines,15553,"(259.487579, 1425.703369)"
p_001261,pro_vaccines,309246,"(896.14386, 235.998535)"
p_001262,pro_vaccines,4244,"(407.6539, 1250.228271)"
p_001263,pro_vaccines,1015699,"(822.273315, 75.003128)"
p_001267,pro_vaccines,37300,"(307.06778, 1592.154663)"
p_001274,pro_vaccines,1464377,"(211.544586, 1560.182739)"
p_001275,pro_vaccines,18302,"(453.662872, 1531.754883)"
p_001276,pro_vaccines,10740,"(401.759521, 1461.221313)"
p_001279,pro_vaccines,197115,"(350.336639, 1438.747192)"
p_001286,pro_vaccines,454,"(19829.351563, 25781.25)"
p_001298,pro_vaccines,15616,"(111.169243, 370.377411)"
p_001299,pro_vaccines,1903,"(1138.681519, 800.457764)"
p_00130,pro_vaccines,236,"(-24218.75, 13695.560547)"
p_001313,pro_vaccines,1267,"(2104.844482, 1477.03418)"
p_00132,pro_vaccines,571,"(-188.456924, 1934.097046)"
p_001322,pro_vaccines,2824,"(436.06015, 1587.214111)"
p_001323,pro_vaccines,4183,"(-24218.75, -13136.006836)"
p_00133,pro_vaccines,479,"(-10.516628, 1891.981201)"
p_00136,pro_vaccines,6111,"(22466.630859, -19588.371094)"
p_00141,pro_vaccines,720,"(8680.504883, -24218.75)"
p_00150,pro_vaccines,11367,"(-4042.552002, -14.666603)"
p_00158,pro_vaccines,2524,"(568.192078, 1786.133423)"
p_00160,pro_vaccines,346,"(285.456421, 1854.191406)"
p_00188,pro_vaccines,801,"(511.366577, 2232.066406)"
p_00227,pro_vaccines,23788,"(299.597107, -1630.463745)"
p_00270,pro_vaccines,2349,"(-123.963844, 1826.346191)"
p_00280,pro_vaccines,5799,"(-136.588654, 855.083313)"
p_00293,pro_vaccines,12695,"(-126.840744, 1628.056274)"
p_0035,pro_vaccines,688,"(-13006.498047, 25781.25)"
p_00385,pro_vaccines,438136,"(-425.202271, 986.520813)"
p_00415,pro_vaccines,4973,"(-18.195745, 1592.50708)"
p_0042,pro_vaccines,553,"(668.649048, 1108.885986)"
p_00426,pro_vaccines,9632,"(140.181442, 1258.622925)"
p_00440,pro_vaccines,1426615,"(90.050552, 1889.989136)"
p_00456,pro_vaccines,18116,"(-60.338463, 1647.713745)"
p_00464,pro_vaccines,1221,"(176.966446, 1826.006714)"
p_00467,pro_vaccines,159381,"(-52.829296, 1667.945923)"
p_00472,pro_vaccines,7532,"(894.939331, -431.931946)"
p_00474,pro_vaccines,1249,"(-55.43718, 1580.905029)"
p_00482,pro_vaccines,587,"(-39.841019, 1677.607056)"
p_00495,pro_vaccines,21527,"(37.583118, 1555.798462)"
p_00514,pro_vaccines,25233,"(286.160645, 1571.653198)"
p_00534,pro_vaccines,174105,"(118.880363, 1500.380005)"
p_00572,pro_vaccines,113,"(328.481049, 1802.001831)"
p_00601,pro_vaccines,802,"(682.597046, 1590.481079)"
p_0061,pro_vaccines,388,"(19823.382813, 25781.25)"
p_00628,pro_vaccines,23183,"(852.635742, 577.752563)"
p_00638,pro_vaccines,24253,"(274.059021, 1559.739258)"
p_00667,pro_vaccines,1075,"(532.400574, 1813.025513)"
p_00672,pro_vaccines,128567,"(-3840.22876, -9.821632)"
p_00673,pro_vaccines,4639,"(-98.180328, 1396.669067)"
p_00705,pro_vaccines,30379,"(29.479113, 1769.191406)"
p_00727,pro_vaccines,22,"(460.162628, 1481.769409)"
p_0073,pro_vaccines,662,"(-24218.75, 7236.944336)"
p_00731,pro_vaccines,831,"(278.530121, 1532.158569)"
p_00737,pro_vaccines,19,"(292.995819, 1753.658203)"
p_00747,pro_vaccines,3533,"(516.277405, 1747.688354)"
p_0075,pro_vaccines,279,"(-18397.986328, -23283.101563)"
p_00752,pro_vaccines,930,"(192.258163, 1790.143921)"
p_00770,pro_vaccines,67,"(659.440674, 1149.229614)"
p_00792,pro_vaccines,76736,"(-132.152771, 1678.952881)"
p_00840,pro_vaccines,1945,"(162.96167, 1644.438232)"
p_00841,pro_vaccines,24403,"(54.813507, 1594.251587)"
p_00856,pro_vaccines,256907,"(683.846313, 1261.706543)"
p_00857,pro_vaccines,2106,"(144.740189, 1670.333862)"
p_00877,pro_vaccines,313,"(481.380829, 1640.352051)"
p_00888,pro_vaccines,23089,"(606.226746, 1650.458374)"
p_00892,pro_vaccines,333,"(292.637238, 1734.623413)"
p_0090,pro_vaccines,260,"(25781.25, -6633.664063)"
p_00904,pro_vaccines,65018,"(173.027893, 1699.126709)"
p_00913,pro_vaccines,19324,"(544.264771, 1715.486084)"
p_00914,pro_vaccines,211,"(328.061859, 1645.462524)"
p_00922,pro_vaccines,1585,"(407.077576, 1721.746826)"
p_00925,pro_vaccines,227145,"(114.825165, 1529.731567)"
p_00934,pro_vaccines,914,"(1070.834229, 394.849152)"
p_00941,pro_vaccines,5544,"(374.616272, 1692.973267)"
p_00947,pro_vaccines,294,"(268.694427, 1626.255127)"
p_0095,pro_vaccines,347,"(25781.25, 10866.776367)"
p_00963,pro_vaccines,21976,"(115.110855, 1669.198242)"
p_00966,pro_vaccines,0,"(539.708679, 1452.635254)"
p_00978,pro_vaccines,2387,"(455.820251, 1654.062988)"
p_00988,pro_vaccines,345,"(499.794006, 1447.183105)"
